benny blanco,3,447,2019-08-13,2019-08-15,72
benny blanco,3,447,2019-10-13,2019-10-15,97
Sleepy Hallow,3,447,2022-02-11,2022-02-13,171
benny blanco,3,447,2019-08-18,2019-08-20,79
benny blanco,3,447,2019-06-09,2019-06-11,59
Lewis Capaldi,3,447,2020-09-20,2020-09-22,25
Billie Eilish,3,446,2022-12-26,2022-12-28,79
Sebastian Yatra,3,446,2022-01-01,2022-01-03,60
Billie Eilish,3,446,2022-12-11,2022-12-13,112
Chino Pacas,3,446,2023-05-04,2023-05-06,21
Daddy Yankee,3,444,2017-09-28,2017-09-30,26
Britney Spears,3,444,2020-12-22,2020-12-24,39
Polo G,3,444,2019-05-11,2019-05-13,63
Britney Spears,3,444,2020-11-29,2020-12-06,135
JVKE,3,444,2022-09-02,2022-09-04,54
Mark Ronson,3,444,2018-12-10,2018-12-12,22
Polo G,3,444,2019-05-24,2019-05-26,44
Chris Rea,3,444,2017-12-08,2017-12-10,53
DJ Snake,3,444,2019-06-04,2019-06-06,81
JVKE,3,444,2022-08-23,2022-08-25,127
Polo G,3,444,2019-04-27,2019-04-29,119
Juice WRLD,3,442,2022-02-01,2022-02-03,17
Lorde,3,441,2017-10-15,2017-10-17,52
Lorde,3,441,2017-11-06,2017-11-08,76
KAROL G,3,441,2021-05-06,2021-05-08,31
Imagine Dragons,3,441,2019-08-24,2019-08-26,91
Drake,3,441,2021-04-25,2021-04-27,57
KAROL G,3,441,2021-04-30,2021-05-02,34
Bad Bunny,3,441,2017-09-28,2017-09-30,43
Tyga,3,441,2019-03-26,2019-03-28,99
King Princess,3,441,2018-04-22,2018-04-24,69
King Princess,3,441,2018-05-12,2018-05-14,73
Shakira,3,441,2017-03-14,2017-03-16,36
Ariana Grande,3,441,2020-04-25,2020-04-27,98
Ariana Grande,3,441,2020-04-18,2020-04-20,94
Tyga,3,441,2019-04-16,2019-04-18,114
Leona Lewis,3,441,2020-12-23,2020-12-25,58
Leona Lewis,3,441,2019-12-08,2019-12-15,163
Imagine Dragons,3,441,2020-06-27,2020-06-29,89
Imagine Dragons,3,441,2019-11-01,2019-11-03,81
Lorde,3,441,2017-09-25,2017-09-27,53
Imagine Dragons,3,441,2019-10-01,2019-10-03,85
Ariana Grande,3,441,2020-04-11,2020-04-13,93
King Princess,3,441,2018-05-19,2018-05-21,82
Shakira,3,441,2017-03-09,2017-03-11,35
KAROL G,3,441,2021-05-18,2021-05-20,28
Bazzi,3,440,2018-11-10,2018-11-12,68
Bazzi,3,440,2018-12-16,2018-12-18,85
Roddy Ricch,3,439,2021-07-11,2021-07-13,127
Tate McRae,3,439,2021-06-27,2021-06-29,103
Shawn Mendes,3,439,2021-12-26,2021-12-28,47
Mabel,3,438,2020-01-13,2020-01-15,186
The Chainsmokers,3,438,2018-06-08,2018-06-10,61
BLACKPINK,3,438,2020-07-26,2020-07-28,28
BLACKPINK,3,438,2020-08-22,2020-08-24,44
Bad Bunny,3,438,2018-07-11,2018-07-13,4
Mabel,3,438,2019-03-09,2019-03-11,29
Mabel,3,438,2019-03-13,2019-03-15,21
Mabel,3,438,2019-04-08,2019-04-10,13
Mabel,3,438,2019-05-20,2019-05-22,20
Lorde,3,438,2017-05-13,2017-05-15,93
Sebastian Yatra,3,436,2021-11-18,2021-11-20,158
Ed Sheeran,3,435,2023-02-28,2023-03-02,83
OneRepublic,3,435,2019-11-11,2019-11-13,165
OneRepublic,3,435,2019-05-26,2019-05-28,41
Jonas Brothers,3,435,2022-12-22,2022-12-24,67
George Ezra,3,435,2019-02-15,2019-02-17,148
George Ezra,3,435,2019-03-15,2019-03-17,149
OneRepublic,3,435,2019-05-19,2019-05-21,55
OneRepublic,3,435,2019-07-14,2019-07-16,54
Chris Brown,3,435,2017-08-27,2017-08-29,62
The Ronettes,3,435,2017-12-23,2017-12-25,56
Ariana Grande,3,435,2017-03-15,2017-03-17,78
George Ezra,3,435,2018-08-13,2018-08-15,40
Grupo Frontera,3,435,2022-12-06,2022-12-08,99
George Ezra,3,435,2018-06-26,2018-06-28,146
OneRepublic,3,435,2019-08-12,2019-08-14,51
Gusttavo Lima,3,435,2021-12-30,2022-01-01,51
Miley Cyrus,3,435,2019-09-29,2019-10-01,68
Bad Bunny,3,435,2020-07-27,2020-07-29,11
Rosa Linn,3,435,2022-07-20,2022-07-22,54
Grupo Frontera,3,435,2022-10-07,2022-10-09,43
Jonas Brothers,3,435,2020-11-29,2020-12-06,127
OneRepublic,3,435,2019-08-31,2019-09-02,61
OneRepublic,3,435,2019-11-04,2019-11-06,167
Miley Cyrus,3,435,2019-09-01,2019-09-03,35
Ozuna,3,435,2018-11-22,2018-11-24,27
J. Cole,3,434,2017-02-20,2017-02-22,126
Myke Towers,3,432,2020-05-16,2020-05-18,81
Boza,3,432,2021-05-18,2021-05-20,72
Boza,3,432,2020-12-03,2020-12-05,106
Eminem,3,432,2021-04-12,2021-04-14,169
Rag'n'Bone Man,3,432,2017-04-11,2017-04-13,113
Nicki Minaj,3,432,2017-08-22,2017-08-24,98
Boza,3,432,2021-01-28,2021-01-30,14
Miley Cyrus,3,432,2020-11-01,2020-11-03,38
Myke Towers,3,432,2020-06-11,2020-06-13,51
Boza,3,432,2021-05-25,2021-05-27,85
CJ,3,432,2021-06-12,2021-06-14,147
CJ,3,432,2021-04-10,2021-04-12,57
Julia Michaels,3,432,2018-03-18,2018-03-20,43
Rihanna,3,432,2022-11-10,2022-11-12,21
Nicki Minaj,3,432,2017-08-26,2017-08-28,88
Julia Michaels,3,432,2018-04-08,2018-04-10,106
Boza,3,432,2021-01-07,2021-01-09,17
Myke Towers,3,432,2020-05-30,2020-06-01,79
WILLOW,3,431,2022-04-10,2022-04-12,45
Jack Harlow,3,430,2020-09-28,2020-09-30,38
Ava Max,3,429,2021-03-22,2021-03-24,62
Ghost,3,429,2022-10-29,2022-10-31,64
J Balvin,3,429,2019-06-04,2019-06-06,42
Ava Max,3,429,2021-03-15,2021-03-17,64
YNW Melly,3,429,2019-09-09,2019-09-11,144
Lil Uzi Vert,3,429,2023-05-15,2023-05-17,130
Lil Uzi Vert,3,429,2023-02-27,2023-03-01,37
Lil Uzi Vert,3,429,2023-02-15,2023-02-17,27
Ava Max,3,429,2021-06-07,2021-06-09,138
SHAED,3,429,2019-01-13,2019-01-15,130
Dua Lipa,3,429,2022-11-21,2022-11-23,67
SHAED,3,429,2019-12-14,2019-12-16,46
Mac Miller,3,429,2018-10-06,2018-10-08,181
Manuel Turizo,3,429,2018-11-22,2018-11-24,27
Zion & Lennox,3,429,2018-06-26,2018-06-28,54
Zion & Lennox,3,429,2018-09-05,2018-09-07,37
Zion & Lennox,3,429,2018-09-11,2018-09-13,38
Zion & Lennox,3,429,2018-09-20,2018-09-22,36
Zion & Lennox,3,429,2018-10-25,2018-10-27,50
Zion & Lennox,3,429,2018-10-30,2018-11-01,55
Kesha,3,429,2017-07-22,2017-07-24,58
Justin Timberlake,3,429,2018-04-24,2018-04-26,47
Justin Timberlake,3,429,2018-04-16,2018-04-18,32
Justin Timberlake,3,429,2018-03-10,2018-03-12,35
5 Seconds of Summer,3,429,2020-02-16,2020-02-18,127
Justin Timberlake,3,429,2018-03-05,2018-03-07,37
ROSALÍA,3,428,2022-04-26,2022-07-29,6
Sebastian Yatra,3,427,2017-10-26,2017-10-28,71
David Guetta,3,426,2017-11-20,2017-11-22,99
Polo G,3,426,2019-10-10,2019-10-12,130
Bebe Rexha,3,426,2017-11-26,2017-11-28,30
David Guetta,3,426,2017-11-07,2017-11-09,105
Megan Thee Stallion,3,426,2021-08-14,2021-08-16,79
Bebe Rexha,3,426,2018-01-22,2018-01-24,21
Megan Thee Stallion,3,426,2021-07-11,2021-07-13,47
Bebe Rexha,3,426,2017-12-26,2017-12-28,24
Ariana Grande,3,426,2017-03-27,2017-03-29,86
Polo G,3,426,2019-07-16,2019-07-18,72
Polo G,3,426,2019-06-07,2019-06-09,37
Polo G,3,426,2019-09-24,2019-09-26,119
ROSALÍA,3,426,2023-03-09,2023-03-11,81
Gusttavo Lima,3,426,2022-01-13,2022-01-15,62
Gusttavo Lima,3,426,2022-01-27,2022-01-29,80
Bebe Rexha,3,426,2018-02-05,2018-02-07,20
JVKE,3,426,2022-10-01,2022-10-03,46
JVKE,3,426,2022-09-24,2022-09-26,44
Bebe Rexha,3,426,2017-10-21,2017-10-23,58
ROSALÍA,3,426,2023-01-12,2023-01-14,36
ROSALÍA,3,426,2023-01-05,2023-01-07,29
Sech,3,423,2020-08-25,2020-08-27,25
Playboi Carti,3,423,2017-05-06,2017-05-08,157
ROSÉ,3,423,2021-03-20,2021-03-22,22
ROSÉ,3,423,2021-04-04,2021-04-06,48
Nicky Jam,3,423,2020-03-10,2020-03-12,75
Conkarah,3,423,2020-07-06,2020-07-08,70
Playboi Carti,3,423,2017-07-11,2017-07-13,65
Lil Skies,3,423,2018-04-15,2018-04-17,130
BLACKPINK,3,423,2023-03-09,2023-03-12,139
Gym Class Heroes,3,423,2021-03-14,2021-03-16,82
Playboi Carti,3,423,2017-06-24,2017-06-26,62
Gym Class Heroes,3,423,2021-04-10,2021-04-12,92
Sam Smith,3,422,2017-12-03,2017-12-05,7
Beyoncé,3,420,2023-04-17,2023-04-19,149
blackbear,3,420,2019-09-21,2019-09-23,33
Wizzard,3,420,2019-12-25,2020-12-25,75
TINI,3,420,2023-03-06,2023-03-08,57
blackbear,3,420,2019-12-28,2019-12-30,18
Tory Lanez,3,420,2020-04-19,2020-04-21,147
Beyoncé,3,420,2023-02-01,2023-02-03,40
Rita Ora,3,420,2018-03-19,2018-03-21,83
TINI,3,420,2023-05-16,2023-05-18,109
Beyoncé,3,420,2022-12-26,2022-12-28,41
21 Savage,3,420,2018-05-08,2018-05-10,153
blackbear,3,420,2020-03-10,2020-03-12,61
Beyoncé,3,420,2022-12-12,2022-12-14,54
Beyoncé,3,420,2022-11-07,2022-11-09,31
blackbear,3,420,2020-05-03,2020-05-05,64
Beyoncé,3,420,2023-05-03,2023-05-05,166
21 Savage,3,420,2018-06-19,2018-06-21,171
Harry Styles,3,420,2021-09-30,2021-10-02,53
Beyoncé,3,420,2023-05-09,2023-05-11,97
Rita Ora,3,420,2018-04-09,2018-04-11,115
blackbear,3,420,2020-05-30,2020-06-01,75
Rita Ora,3,420,2018-05-05,2018-05-07,148
Rita Ora,3,420,2018-02-26,2018-02-28,67
Rita Ora,3,420,2018-04-16,2018-04-18,127
blackbear,3,420,2020-04-04,2020-04-06,56
Ed Sheeran,3,420,2022-12-09,2022-12-11,92
Rita Ora,3,420,2018-04-02,2018-04-04,103
blackbear,3,420,2020-08-08,2020-08-10,129
blackbear,3,420,2020-04-18,2020-04-20,58
TINI,3,420,2023-05-11,2023-05-13,101
Beyoncé,3,420,2023-03-06,2023-03-08,66
Beyoncé,3,420,2023-02-14,2023-02-16,46
blackbear,3,420,2020-08-04,2020-08-06,129
blackbear,3,420,2019-09-29,2019-10-01,20
Beyoncé,3,420,2023-03-20,2023-03-22,91
Tones And I,3,417,2020-12-07,2020-12-09,41
Stormzy,3,417,2019-06-20,2019-06-22,138
Stormzy,3,417,2019-04-28,2019-04-30,54
Lil Mosey,3,417,2018-09-29,2018-10-01,51
Wisin,3,417,2017-03-16,2017-03-18,115
Tones And I,3,417,2019-08-19,2019-08-21,14
Cashmere Cat,3,417,2017-06-24,2017-06-26,144
Zion & Lennox,3,417,2017-11-23,2017-11-25,184
Lil Tecca,3,417,2020-03-03,2020-03-05,142
Alec Benjamin,3,417,2019-03-10,2019-03-12,32
Zion & Lennox,3,417,2017-07-25,2017-07-27,102
Alec Benjamin,3,417,2019-03-17,2019-03-19,31
Alec Benjamin,3,417,2019-03-24,2019-03-26,31
Tones And I,3,417,2020-10-08,2020-10-10,31
Alec Benjamin,3,417,2019-04-06,2019-04-08,21
Zion & Lennox,3,417,2017-09-21,2017-09-23,120
Lil Tecca,3,417,2020-03-31,2020-04-02,105
Miley Cyrus,3,417,2017-09-19,2017-09-21,129
Alec Benjamin,3,417,2019-06-30,2019-07-02,97
Alec Benjamin,3,417,2019-07-27,2019-07-29,102
Lil Tecca,3,417,2020-05-03,2020-05-05,118
Zion & Lennox,3,417,2017-10-12,2017-10-14,157
Lil Tecca,3,417,2020-05-09,2020-05-11,117
Alec Benjamin,3,417,2019-08-31,2019-09-02,105
Zion & Lennox,3,417,2017-10-26,2017-10-28,159
Alec Benjamin,3,417,2020-04-04,2020-04-06,169
Lil Tecca,3,417,2020-05-16,2020-05-18,113
Lil Tecca,3,417,2020-05-23,2020-05-25,114
Lil Tecca,3,417,2020-05-30,2020-06-01,120
Alec Benjamin,3,417,2020-04-11,2020-04-13,153
Alec Benjamin,3,417,2020-04-18,2020-04-20,161
Alec Benjamin,3,417,2020-05-09,2020-05-11,168
Tones And I,3,417,2020-11-17,2020-11-19,43
LISA,3,417,2021-09-18,2021-09-20,20
LISA,3,417,2021-10-10,2021-10-12,7
Tyga,3,417,2019-05-21,2019-05-23,130
Tones And I,3,417,2020-12-14,2020-12-16,54
Lana Del Rey,3,416,2019-09-15,2020-10-16,59
Anitta,3,415,2018-01-18,2018-01-20,23
Travis Scott,3,415,2017-09-10,2017-09-12,42
Tate McRae,3,414,2021-01-09,2021-01-11,17
Pitbull,3,414,2017-05-04,2017-05-06,60
Pitbull,3,414,2017-05-15,2017-05-17,59
Tate McRae,3,414,2021-12-12,2021-12-14,151
Tate McRae,3,414,2020-09-28,2020-09-30,14
Tate McRae,3,414,2022-01-02,2022-01-04,144
Tate McRae,3,414,2022-01-09,2022-01-11,153
Tate McRae,3,414,2020-12-26,2020-12-28,20
Tate McRae,3,414,2020-08-23,2020-08-25,44
Tate McRae,3,414,2022-01-16,2022-01-18,139
Tate McRae,3,414,2020-11-28,2020-11-30,25
Tate McRae,3,414,2021-11-01,2021-11-03,122
Tate McRae,3,414,2020-11-15,2020-11-17,12
Tate McRae,3,414,2021-10-17,2021-10-19,132
Twenty One Pilots,3,414,2021-02-28,2021-03-02,173
Tate McRae,3,414,2020-10-10,2020-10-12,12
Tate McRae,3,414,2020-09-06,2020-09-08,21
Pitbull,3,414,2017-03-20,2017-03-22,125
Billie Eilish,3,414,2018-08-19,2018-08-21,68
Tate McRae,3,414,2021-09-12,2021-09-14,128
Tate McRae,3,414,2021-08-22,2021-08-24,120
Pitbull,3,414,2017-04-15,2017-04-17,69
Pitbull,3,414,2017-04-25,2017-04-27,61
Cardi B,3,414,2019-03-02,2019-03-04,27
Tate McRae,3,414,2021-08-15,2021-08-17,118
Tate McRae,3,414,2021-04-10,2021-04-12,54
Liam Payne,3,414,2020-12-06,2020-12-24,71
Kelly Clarkson,3,413,2020-12-22,2020-12-24,8
Juice WRLD,3,411,2021-07-04,2021-07-06,145
Eminem,3,411,2020-05-02,2020-05-04,48
Eminem,3,411,2020-04-12,2020-04-14,31
Eminem,3,411,2020-09-14,2020-09-16,123
Eminem,3,411,2020-03-30,2020-04-01,27
Eminem,3,411,2020-09-07,2020-09-09,118
Jack Harlow,3,411,2020-02-24,2020-02-26,53
Eminem,3,411,2020-08-30,2020-09-01,115
Juice WRLD,3,411,2021-06-12,2021-06-14,139
Juice WRLD,3,411,2021-07-11,2021-07-13,149
Eminem,3,411,2020-07-18,2020-07-20,94
Juice WRLD,3,411,2021-07-24,2021-07-26,145
Eminem,3,411,2020-05-12,2020-05-14,56
Eminem,3,411,2020-05-17,2020-05-19,55
Juice WRLD,3,411,2021-11-03,2021-11-07,191
Ariana Grande,3,411,2017-07-15,2017-07-17,126
Eminem,3,411,2020-06-21,2020-06-23,73
Eminem,3,411,2020-08-24,2020-08-26,117
Eminem,3,411,2020-07-25,2020-07-27,119
Eminem,3,411,2021-03-07,2021-03-09,146
Eminem,3,411,2020-03-22,2020-03-24,22
Eminem,3,411,2020-12-14,2020-12-16,183
Band Aid,3,411,2021-12-03,2021-12-05,48
Eminem,3,411,2020-11-15,2020-11-17,167
Eminem,3,411,2020-11-08,2020-11-10,166
Eminem,3,411,2020-11-01,2020-11-03,166
Band Aid,3,411,2018-11-23,2018-11-25,82
Eminem,3,411,2020-10-25,2020-10-27,156
Eminem,3,411,2020-09-28,2020-09-30,150
Future,3,411,2018-01-30,2018-02-01,65
Eminem,3,411,2020-09-21,2020-09-23,135
Rauw Alejandro,3,409.5,2023-01-24,2023-01-26,80
Jonas Brothers,3,408,2020-05-11,2020-05-13,136
Niall Horan,3,408,2018-01-21,2018-01-23,171
Martin Garrix,3,408,2018-04-16,2018-04-18,24
JP Cooper,3,408,2017-05-13,2017-05-15,75
Ed Sheeran,3,408,2021-06-20,2021-06-22,117
Niall Horan,3,408,2017-11-26,2017-11-28,75
Ed Sheeran,3,408,2018-12-17,2018-12-19,94
JP Cooper,3,408,2017-03-04,2017-03-06,63
JP Cooper,3,408,2017-02-20,2017-02-22,67
JP Cooper,3,408,2017-01-16,2017-01-18,72
Jonas Brothers,3,408,2020-05-30,2020-06-01,163
Axwell /\ Ingrosso,3,408,2017-06-26,2017-06-28,27
Jonas Brothers,3,408,2020-03-30,2020-04-01,92
Jonas Brothers,3,408,2020-03-23,2020-03-25,72
Jonas Brothers,3,408,2020-03-16,2020-03-18,63
Jonas Brothers,3,408,2020-03-02,2020-03-04,64
Niall Horan,3,408,2017-11-03,2017-11-05,44
Jonas Brothers,3,408,2020-02-24,2020-02-26,50
Wisin,3,405,2017-07-27,2017-07-29,38
Luke Christopher,3,405,2017-01-02,2017-01-04,62
Darlene Love,3,405,2021-12-10,2021-12-12,83
Lauren Spencer Smith,3,405,2022-04-10,2022-04-12,106
Nicky Jam,3,405,2017-06-22,2017-06-24,56
Dua Lipa,3,405,2022-12-05,2022-12-07,75
Lauren Spencer Smith,3,405,2022-03-20,2022-03-22,82
Sebastian Yatra,3,405,2017-09-21,2017-09-23,61
Darlene Love,3,405,2021-11-28,2021-12-05,92
Dua Lipa,3,405,2023-02-20,2023-02-22,80
Adele,3,405,2022-04-30,2022-05-02,26
Sebastian Yatra,3,405,2017-09-28,2017-09-30,63
Rauw Alejandro,3,405,2021-05-18,2021-05-20,40
Maroon 5,3,405,2021-10-03,2021-10-05,142
Darlene Love,3,405,2020-12-10,2020-12-13,125
Lauren Spencer Smith,3,405,2022-03-06,2022-03-08,64
Sebastian Yatra,3,405,2017-10-12,2017-10-14,63
Kodak Black,3,405,2022-03-28,2022-03-30,104
Sam Smith,3,405,2019-02-24,2019-02-26,8
Demi Lovato,3,405,2018-05-08,2018-05-10,58
Demi Lovato,3,405,2018-04-05,2018-04-07,29
Kodak Black,3,405,2022-04-18,2022-04-20,159
J. Cole,3,403,2023-03-01,2023-03-03,16
Rauw Alejandro,3,403,2021-12-26,2021-12-28,39
Taylor Swift,3,402,2018-04-01,2018-04-03,24
OneRepublic,3,402,2017-06-11,2017-06-13,70
Ruth B.,3,402,2022-12-03,2022-12-05,77
OneRepublic,3,402,2017-06-25,2017-06-27,77
StarBoi3,3,402,2021-06-27,2021-06-29,140
Nicky Jam,3,402,2019-10-22,2019-10-24,68
Ruth B.,3,402,2022-06-25,2022-06-27,44
Tyga,3,402,2019-03-19,2019-03-21,91
Chino Pacas,3,402,2023-02-21,2023-02-23,72
Manuel Turizo,3,402,2018-01-30,2018-02-01,107
Ruth B.,3,402,2022-06-18,2022-06-20,53
Ruth B.,3,402,2022-12-26,2022-12-28,61
Ruth B.,3,402,2023-02-18,2023-02-20,75
Ruth B.,3,402,2021-09-26,2021-09-28,126
Ruth B.,3,402,2022-01-11,2022-01-13,68
Ruth B.,3,402,2022-02-05,2022-02-07,48
Ruth B.,3,402,2022-02-20,2022-02-22,39
Ruth B.,3,402,2023-05-13,2023-05-15,78
Ruth B.,3,402,2023-04-30,2023-05-02,67
Ruth B.,3,402,2023-04-22,2023-04-24,86
Ruth B.,3,402,2023-03-11,2023-03-13,81
Travis Scott,3,399,2021-06-26,2021-06-28,62
Logic,3,399,2019-06-29,2019-07-01,116
Drake,3,399,2023-04-02,2023-04-04,67
Rita Ora,3,399,2018-10-08,2018-10-10,36
Roddy Ricch,3,399,2021-04-10,2021-04-12,120
Katy Perry,3,399,2019-09-02,2019-09-04,65
Justin Quiles,3,399,2020-12-15,2020-12-17,74
Roddy Ricch,3,399,2020-12-12,2020-12-14,96
Logic,3,399,2019-07-06,2019-07-08,144
Drake,3,399,2023-02-26,2023-02-28,44
Adele,3,399,2017-01-02,2017-01-04,60
Roddy Ricch,3,399,2021-01-29,2021-01-31,72
Justin Quiles,3,399,2020-10-27,2020-10-29,40
Roddy Ricch,3,399,2020-09-29,2020-10-01,66
Daddy Yankee,3,399,2017-01-05,2017-01-07,100
Roddy Ricch,3,399,2020-09-15,2020-09-17,57
Roddy Ricch,3,399,2021-02-26,2021-02-28,77
Roddy Ricch,3,399,2020-12-16,2020-12-18,89
Rauw Alejandro,3,397.5,2022-09-09,2022-09-11,39
Rauw Alejandro,3,397.5,2022-09-20,2022-09-22,40
NLE Choppa,3,396,2023-04-10,2023-04-12,66
Lord Huron,3,396,2017-06-25,2017-06-27,144
Lord Huron,3,396,2017-05-20,2017-05-22,54
Darlene Love,3,396,2018-12-23,2018-12-25,59
Lil Yachty,3,396,2020-04-13,2020-04-15,139
Shakira,3,396,2022-10-27,2022-10-29,19
Shakira,3,396,2022-11-17,2022-11-19,27
Shakira,3,396,2022-12-05,2022-12-07,56
Shakira,3,396,2023-01-03,2023-01-05,59
Lord Huron,3,396,2017-07-24,2017-07-26,166
Ant Saunders,3,396,2019-11-23,2019-11-25,44
Ant Saunders,3,396,2019-11-17,2019-11-19,45
Don Toliver,3,396,2019-12-15,2019-12-17,45
Don Toliver,3,396,2019-12-02,2019-12-04,84
Travis Scott,3,396,2018-06-10,2018-06-12,131
Sebastian Yatra,3,396,2019-02-09,2019-02-11,66
Sebastian Yatra,3,396,2019-01-31,2019-02-02,103
The Kid LAROI,3,396,2020-07-18,2020-07-20,86
The Kid LAROI,3,396,2020-07-05,2020-07-07,78
Måneskin,3,396,2022-06-27,2022-06-29,142
Måneskin,3,396,2022-06-20,2022-06-22,134
Lord Huron,3,396,2017-09-03,2017-09-05,177
Måneskin,3,396,2022-06-13,2022-06-15,126
Måneskin,3,396,2022-05-19,2022-05-21,84
Lord Huron,3,396,2017-04-11,2017-04-13,145
Zendaya,3,395,2022-02-27,2022-03-01,13
Doja Cat,3,393,2020-12-07,2020-12-09,161
5 Seconds of Summer,3,393,2019-05-18,2019-05-20,82
Ed Sheeran,3,393,2022-11-29,2022-12-01,102
Shakira,3,393,2017-11-21,2017-11-23,42
Sam Smith,3,393,2021-11-01,2021-11-03,141
Doja Cat,3,393,2020-01-11,2020-01-13,45
Shakira,3,393,2017-10-19,2017-10-21,58
Doja Cat,3,393,2020-10-08,2020-10-10,134
Doja Cat,3,393,2020-10-13,2020-10-15,139
5 Seconds of Summer,3,393,2019-05-13,2019-05-15,63
Pink Sweat$,3,390,2021-04-04,2021-04-06,70
Trueno,3,390,2022-01-01,2022-01-03,78
Shouse,3,390,2021-08-19,2021-08-21,34
Benson Boone,3,390,2022-01-03,2022-01-05,176
Shawn Mendes,3,390,2022-05-02,2022-05-04,69
The Kid LAROI,3,390,2022-05-10,2022-05-12,14
Hailee Steinfeld,3,390,2018-03-11,2018-03-13,37
Hailee Steinfeld,3,390,2018-03-18,2018-03-20,45
Hailee Steinfeld,3,390,2018-04-02,2018-04-04,58
Hailee Steinfeld,3,390,2018-04-22,2018-04-24,86
Benson Boone,3,390,2021-11-14,2021-11-16,84
Julia Michaels,3,390,2017-02-11,2017-02-13,15
Benson Boone,3,390,2021-10-25,2021-10-27,102
Lil Nas X,3,390,2019-12-29,2019-12-31,30
Julia Michaels,3,390,2017-02-04,2017-02-06,18
Demi Lovato,3,390,2020-03-30,2020-04-01,107
Demi Lovato,3,390,2020-04-04,2020-04-06,119
Kygo,3,390,2017-10-30,2017-11-01,15
Julia Michaels,3,390,2017-03-22,2017-03-24,16
Pink Sweat$,3,390,2021-03-20,2021-03-22,78
Rihanna,3,390,2023-02-27,2023-03-01,77
G-Eazy,3,390,2017-01-14,2017-01-16,82
Pink Sweat$,3,390,2021-02-27,2021-03-01,69
Julia Michaels,3,390,2017-02-19,2017-02-21,11
Pink Sweat$,3,390,2021-05-02,2021-05-04,126
Julia Michaels,3,390,2017-07-22,2017-07-24,81
The Kid LAROI,3,390,2022-05-24,2022-05-26,16
Ed Sheeran,3,389,2022-11-21,2022-11-23,122
MØ,3,389,2017-04-30,2017-05-02,172
Bad Bunny,3,388,2017-11-23,2017-11-25,21
Shawn Mendes,3,388,2022-05-09,2022-05-11,98
Jonas Brothers,3,388,2020-06-15,2020-06-17,157
Bad Bunny,3,387,2018-01-30,2018-02-01,33
Sech,3,387,2019-11-26,2019-11-28,56
Pink Sweat$,3,387,2021-01-09,2021-01-11,73
Isaiah Firebrace,3,387,2017-02-19,2017-02-21,62
Sech,3,387,2019-12-10,2019-12-12,92
Bruno Mars,3,387,2023-02-01,2023-02-03,70
Pink Sweat$,3,387,2020-12-26,2020-12-28,103
Isaiah Firebrace,3,387,2017-01-31,2017-02-02,68
Pink Sweat$,3,387,2020-12-15,2020-12-17,162
Isaiah Firebrace,3,387,2017-03-12,2017-03-14,88
Pink Sweat$,3,387,2021-01-31,2021-02-02,71
Eagles,3,387,2022-12-11,2022-12-18,125
Isaiah Firebrace,3,387,2017-01-14,2017-01-16,90
Maroon 5,3,385,2021-09-27,2021-09-29,140
Shouse,3,385,2021-10-07,2021-10-09,60
Post Malone,3,384,2021-02-20,2021-02-22,69
Post Malone,3,384,2021-02-09,2021-02-11,62
Post Malone,3,384,2021-03-27,2021-03-29,72
Post Malone,3,384,2021-05-01,2021-05-03,78
Elton John,3,384,2022-12-13,2022-12-15,86
Elton John,3,384,2022-12-05,2022-12-07,75
Post Malone,3,384,2021-05-22,2021-05-24,103
Post Malone,3,384,2021-06-12,2021-06-14,92
Post Malone,3,384,2021-06-20,2021-06-22,86
Post Malone,3,384,2021-10-03,2021-10-05,104
Post Malone,3,384,2021-10-16,2021-10-18,119
Post Malone,3,384,2021-10-30,2021-11-01,113
Brett Eldredge,3,384,2020-12-18,2020-12-20,122
MØ,3,384,2017-02-05,2017-02-07,40
Fuerza Regida,3,384,2023-03-03,2023-03-05,32
MØ,3,384,2017-01-09,2017-01-11,65
Fujii Kaze,3,384,2022-09-06,2022-09-08,147
Machine Gun Kelly,3,384,2020-09-14,2020-09-16,59
Machine Gun Kelly,3,384,2020-08-22,2020-08-24,97
Curtis Waters,3,384,2020-10-03,2020-10-05,133
Curtis Waters,3,384,2020-08-30,2020-09-01,83
Curtis Waters,3,384,2020-07-26,2020-07-28,86
Miguel,3,384,2018-04-03,2018-04-05,38
Piso 21,3,384,2017-11-09,2017-11-11,133
Piso 21,3,384,2017-11-13,2017-11-15,107
Piso 21,3,384,2017-11-28,2017-11-30,73
Yahritza Y Su Esencia,3,384,2022-04-21,2022-04-23,169
Piso 21,3,384,2018-02-15,2018-02-17,30
Piso 21,3,384,2018-03-01,2018-03-03,29
Anuel AA,3,384,2018-08-21,2018-08-23,115
YUNGBLUD,3,384,2019-02-24,2019-02-26,70
Post Malone,3,384,2020-12-01,2020-12-03,59
Post Malone,3,384,2020-12-12,2020-12-14,105
TWICE,3,384,2021-11-14,2021-11-16,68
Lil Skies,3,383,2018-04-22,2018-04-24,159
Kelly Clarkson,3,381,2021-12-03,2021-12-05,25
Steve Lacy,3,381,2022-01-08,2022-01-10,77
Kelly Clarkson,3,381,2022-12-06,2022-12-08,38
Kelly Clarkson,3,381,2019-12-06,2019-12-08,48
Lil Xan,3,381,2018-02-11,2018-02-13,67
David Guetta,3,381,2023-04-17,2023-04-19,24
James Arthur,3,381,2020-11-15,2020-11-17,58
